ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
688021.SH,688021,奥福环保,山东,环境保护,山东奥福环保科技股份有限公司,"Aofu Environmental Technology Co., Ltd.",afhb,科创板,SSE,CNY,L,20191106,,N
688022.SH,688022,瀚川智能,江苏,专用机械,苏州瀚川智能科技股份有限公司,"Suzhou Harmontronics Automation Technology Co.,Ltd",hczn,科创板,SSE,CNY,L,20190722,,N
688023.SH,688023,安恒信息,浙江,软件服务,杭州安恒信息技术股份有限公司,"DBAPPSecurity Co., Ltd",ahxx,科创板,SSE,CNY,L,20191105,,N
688025.SH,688025,杰普特,深圳,元器件,深圳市杰普特光电股份有限公司,"Shenzhen JPT Opto-Electronics Co., Ltd.",jpt,科创板,SSE,CNY,L,20191031,,N
688026.SH,688026,洁特生物,广东,塑料,广州洁特生物过滤股份有限公司,"Guangzhou Jet Biofiltration Co.,Ltd",jtsw,科创板,SSE,CNY,L,20200122,,H
688027.SH,688027,国盾量子,安徽,通信设备,科大国盾量子技术股份有限公司,"Quantumctek Co., Ltd.",gdlz,科创板,SSE,CNY,L,20200709,,N
688028.SH,688028,沃尔德,北京,专用机械,北京沃尔德金刚石工具股份有限公司,"Beijing Worldia Diamond Tools Co.,Ltd.",wed,科创板,SSE,CNY,L,20190722,,N
688029.SH,688029,南微医学,江苏,医疗保健,南微医学科技股份有限公司,"Micro-Tech (Nanjing) Co.,Ltd",nwyx,科创板,SSE,CNY,L,20190722,,N
688030.SH,688030,山石网科,江苏,软件服务,山石网科通信技术股份有限公司,"Hillstone Networks Co., Ltd.",sswk,科创板,SSE,CNY,L,20190930,,N
688033.SH,688033,天宜上佳,北京,运输设备,北京天宜上佳高新材料股份有限公司,"Beijing Tianyishangjia New Material Corp., Ltd.",tysj,科创板,SSE,CNY,L,20190722,,N
688036.SH,688036,传音控股,深圳,通信设备,深圳传音控股股份有限公司,"Shenzhen Transsion Holdings Co., Ltd.",cykg,科创板,SSE,CNY,L,20190930,,H
688037.SH,688037,芯源微,辽宁,半导体,沈阳芯源微电子设备股份有限公司,"Kingsemi Co.,Ltd.",xyw,科创板,SSE,CNY,L,20191216,,N
688038.SH,688038,中科通达,湖北,软件服务,武汉中科通达高新技术股份有限公司,"Wuhan Citms Technology Co.,Ltd",zktd,科创板,SSE,CNY,L,20210713,,N
688039.SH,688039,当虹科技,浙江,软件服务,杭州当虹科技股份有限公司,"Hangzhou Arcvideo Technology Co., Ltd.",dhkj,科创板,SSE,CNY,L,20191211,,N
688050.SH,688050,爱博医疗,北京,医疗保健,爱博诺德(北京)医疗科技股份有限公司,"Eyebright Medical Technology (Beijing) Co., Ltd.",abyl,科创板,SSE,CNY,L,20200729,,N
688051.SH,688051,佳华科技,北京,软件服务,罗克佳华科技集团股份有限公司,"Rockontrol Technology Group Co.,Ltd.",jhkj,科创板,SSE,CNY,L,20200320,,N
688055.SH,688055,龙腾光电,江苏,元器件,昆山龙腾光电股份有限公司,"InfoVision Optoelectronics( Kunshan) Co., Ltd.",ltgd,科创板,SSE,CNY,L,20200817,,N
688056.SH,688056,莱伯泰科,北京,电器仪表,北京莱伯泰科仪器股份有限公司,"Beijing LabTech Instruments Co., Ltd.",lbtk,科创板,SSE,CNY,L,20200902,,N
688057.SH,688057,金达莱,江西,环境保护,江西金达莱环保股份有限公司,Jiangxi Jdl Environmental Protection Co. Ltd.,jdl,科创板,SSE,CNY,L,20201111,,N
688058.SH,688058,宝兰德,北京,软件服务,北京宝兰德软件股份有限公司,Beijing Baolande Software Corporation.,bld,科创板,SSE,CNY,L,20191101,,N
688059.SH,688059,华锐精密,湖南,机械基件,株洲华锐精密工具股份有限公司,"Zhuzhou Huarui Precision Cutting Tools.Co.,Ltd",hrjm,科创板,SSE,CNY,L,20210208,,N
688060.SH,688060,云涌科技,江苏,软件服务,江苏云涌电子科技股份有限公司,"Jiangsu Yunyong Electronics and Technology Co.,Ltd",yykj,科创板,SSE,CNY,L,20200710,,N
688063.SH,688063,派能科技,上海,电气设备,上海派能能源科技股份有限公司,"Pylon Technologies Co., Ltd.",pnkj,科创板,SSE,CNY,L,20201230,,N
688065.SH,688065,凯赛生物,上海,化纤,上海凯赛生物技术股份有限公司,Cathay Biotech Inc.,kssw,科创板,SSE,CNY,L,20200812,,N
688066.SH,688066,航天宏图,北京,软件服务,航天宏图信息技术股份有限公司,"Piesat Information Technology Co., Ltd.",htht,科创板,SSE,CNY,L,20190722,,N
688067.SH,688067,爱威科技,湖南,医疗保健,爱威科技股份有限公司,"Ave Science&Technology Co.,Ltd",awkj,科创板,SSE,CNY,L,20210616,,N
688068.SH,688068,热景生物,北京,医疗保健,北京热景生物技术股份有限公司,"Beijing Hotgen Biotech Co.,Ltd",rjsw,科创板,SSE,CNY,L,20190930,,N
688069.SH,688069,德林海,江苏,环境保护,无锡德林海环保科技股份有限公司,"Wuxi Delinhai Environmental Technology Co., Ltd.",dlh,科创板,SSE,CNY,L,20200722,,N
688070.SH,688070,纵横股份,四川,航空,成都纵横自动化技术股份有限公司,"Chengdu Jouav Automation Tech Co.,Ltd.",zhgf,科创板,SSE,CNY,L,20210210,,N
688071.SH,688071,华依科技,上海,专用机械,上海华依科技集团股份有限公司,"Shanghai W-Ibeda High Tech.Group Co., Ltd.",hykj,科创板,SSE,CNY,L,20210729,,N
688076.SH,688076,诺泰生物,江苏,生物制药,江苏诺泰澳赛诺生物制药股份有限公司,"Sinopep-Allsino Bio Pharmaceutical Co.,Ltd.",ntsw,科创板,SSE,CNY,L,20210520,,N
688077.SH,688077,大地熊,安徽,元器件,安徽大地熊新材料股份有限公司,"Earth-Panda Advance Magnetic Material Co.,Ltd.",ddx,科创板,SSE,CNY,L,20200722,,N
688078.SH,688078,龙软科技,北京,软件服务,北京龙软科技股份有限公司,Beijing Longruan Technologies Inc.,lrkj,科创板,SSE,CNY,L,20191230,,N
688079.SH,688079,美迪凯,浙江,半导体,杭州美迪凯光电科技股份有限公司,Hangzhou Mdk Opto Electronic Corporation Limited,mdk,科创板,SSE,CNY,L,20210302,,N
688080.SH,688080,映翰通,北京,通信设备,北京映翰通网络技术股份有限公司,"Beijing Inhand Networks Technology Co., Ltd.",yht,科创板,SSE,CNY,L,20200212,,N
688081.SH,688081,兴图新科,湖北,软件服务,武汉兴图新科电子股份有限公司,"Wuhan Xingtu Xinke Electronics Co.,Ltd.",xtxk,科创板,SSE,CNY,L,20200106,,N
688083.SH,688083,中望软件,广东,软件服务,广州中望龙腾软件股份有限公司,"Zwsoft Co.,Ltd.(Guangzhou)",zwrj,科创板,SSE,CNY,L,20210311,,N
688085.SH,688085,三友医疗,上海,医疗保健,上海三友医疗器械股份有限公司,"Shanghai Sanyou Medical Co., Ltd.",syyl,科创板,SSE,CNY,L,20200409,,N
688086.SH,688086,紫晶存储,广东,IT设备,广东紫晶信息存储技术股份有限公司,"Amethystum Storage Technology Co.,Ltd",zjcc,科创板,SSE,CNY,L,20200226,,N
688087.SH,688087,英科再生,山东,环境保护,山东英科环保再生资源股份有限公司,"Shandong Intco Recycling Resources Co., Ltd.",ykzs,科创板,SSE,CNY,L,20210709,,N
688088.SH,688088,虹软科技,浙江,软件服务,虹软科技股份有限公司,ArcSoft Corporation Limited,hrkj,科创板,SSE,CNY,L,20190722,,H
688089.SH,688089,嘉必优,湖北,食品,嘉必优生物技术(武汉)股份有限公司,"CABIO Biotech(Wuhan) Co., Ltd.",jby,科创板,SSE,CNY,L,20191219,,N
688090.SH,688090,瑞松科技,广东,专用机械,广州瑞松智能科技股份有限公司,"Guangzhou Risong Intelligent Technology Holding Co., Ltd.",rskj,科创板,SSE,CNY,L,20200217,,N
688092.SH,688092,爱科科技,浙江,专用机械,杭州爱科科技股份有限公司,"Hangzhou Iecho Science & Technology Co., Ltd.",akkj,科创板,SSE,CNY,L,20210319,,N
688093.SH,688093,世华科技,江苏,化工原料,苏州世华新材料科技股份有限公司,"Suzhou Shihua New Material Technology Co., Ltd.",shkj,科创板,SSE,CNY,L,20200930,,N
688095.SH,688095,福昕软件,福建,软件服务,福建福昕软件开发股份有限公司,"Fujian Foxit Software Development Joint Stock Co.,Ltd.",fxrj,科创板,SSE,CNY,L,20200908,,N
688096.SH,688096,京源环保,江苏,环境保护,江苏京源环保股份有限公司,"Jiangsu Jingyuan Environmental Protection Co.,Ltd.",jyhb,科创板,SSE,CNY,L,20200409,,N
688097.SH,688097,博众精工,江苏,专用机械,博众精工科技股份有限公司,"Bozhon Precision Industry Technology Co.,Ltd.",bzjg,科创板,SSE,CNY,L,20210512,,N
688098.SH,688098,申联生物,上海,生物制药,申联生物医药(上海)股份有限公司,Shanghai Shen Lian Biomedical Corporation,slsw,科创板,SSE,CNY,L,20191028,,N
688099.SH,688099,晶晨股份,上海,半导体,晶晨半导体(上海)股份有限公司,"Amlogic (Shanghai) Co.,Ltd.",jcgf,科创板,SSE,CNY,L,20190808,,N
688100.SH,688100,威胜信息,湖南,通信设备,威胜信息技术股份有限公司,"Willfar Information Technology Co., Ltd.",wsxx,科创板,SSE,CNY,L,20200121,,N
688101.SH,688101,三达膜,陕西,环境保护,三达膜环境技术股份有限公司,"Suntar Environmental Technology Co., Ltd.",sdm,科创板,SSE,CNY,L,20191115,,N
688106.SH,688106,金宏气体,江苏,化工原料,苏州金宏气体股份有限公司,"Suzhou Jinhong Gas Co.,Ltd.",jhqt,科创板,SSE,CNY,L,20200616,,N
688108.SH,688108,赛诺医疗,天津,医疗保健,赛诺医疗科学技术股份有限公司,Sino Medical Sciences Technology Inc.,snyl,科创板,SSE,CNY,L,20191030,,N
688109.SH,688109,品茗股份,浙江,软件服务,杭州品茗安控信息技术股份有限公司,"Hangzhou Pinming Software Co., Ltd",pmgf,科创板,SSE,CNY,L,20210330,,N
688111.SH,688111,金山办公,北京,软件服务,北京金山办公软件股份有限公司,"Beijing Kingsoft Office Software, Inc.",jsbg,科创板,SSE,CNY,L,20191118,,H
688113.SH,688113,联测科技,江苏,专用机械,江苏联测机电科技股份有限公司,"Jiangsu Liance Electromechanical Technology Co., Ltd.",lckj,科创板,SSE,CNY,L,20210506,,N
688116.SH,688116,天奈科技,江苏,化工原料,江苏天奈科技股份有限公司,"Jiangsu Cnano Technology Co.,Ltd.",tnkj,科创板,SSE,CNY,L,20190925,,N
688117.SH,688117,圣诺生物,四川,生物制药,成都圣诺生物科技股份有限公司,"Cheng Du Sheng Nuo Biotec Co.,Ltd.",snsw,科创板,SSE,CNY,L,20210603,,N
688118.SH,688118,普元信息,上海,软件服务,普元信息技术股份有限公司,"Primeton Information Technologies, Inc.",pyxx,科创板,SSE,CNY,L,20191204,,N
688122.SH,688122,西部超导,陕西,小金属,西部超导材料科技股份有限公司,"Western Superconducting Technologies Co., Ltd.",xbcd,科创板,SSE,CNY,L,20190722,,H
688123.SH,688123,聚辰股份,上海,半导体,聚辰半导体股份有限公司,Giantec Semiconductor Corporation,jcgf,科创板,SSE,CNY,L,20191223,,N
688126.SH,688126,沪硅产业-U,上海,半导体,上海硅产业集团股份有限公司,"National Silicon Industry Group Co.,Ltd.",hgcy,科创板,SSE,CNY,L,20200420,,H
688127.SH,688127,蓝特光学,浙江,元器件,浙江蓝特光学股份有限公司,"Zhejiang Lante Optics Co.,Ltd.",ltgx,科创板,SSE,CNY,L,20200921,,N
688128.SH,688128,中国电研,广东,专用机械,中国电器科学研究院股份有限公司,"China National Electric Apparatus Research Institute Co., Ltd.",zgdy,科创板,SSE,CNY,L,20191105,,N
688129.SH,688129,东来技术,上海,染料涂料,东来涂料技术(上海)股份有限公司,"Donglai Coating Technology( Shanghai) Co.,Ltd",dljs,科创板,SSE,CNY,L,20201023,,N
688131.SH,688131,皓元医药,上海,化学制药,上海皓元医药股份有限公司,"Shanghai Haoyuan Chemexpress Co.,Ltd.",hyyy,科创板,SSE,CNY,L,20210608,,N
688133.SH,688133,泰坦科技,上海,化工原料,上海泰坦科技股份有限公司,"Shanghai Titan Scientific Co.,Ltd.",ttkj,科创板,SSE,CNY,L,20201030,,N
688135.SH,688135,利扬芯片,广东,半导体,广东利扬芯片测试股份有限公司,"Guangdong Leadyo IC Testing Co.,Ltd.",lyxp,科创板,SSE,CNY,L,20201111,,N
688136.SH,688136,科兴制药,山东,生物制药,科兴生物制药股份有限公司,"Shan Dong Kexing Bioproducts Co.,Ltd",kxzy,科创板,SSE,CNY,L,20201214,,N
688138.SH,688138,清溢光电,深圳,元器件,深圳清溢光电股份有限公司,Shenzhen Qingyi Photomask Limited,qygd,科创板,SSE,CNY,L,20191120,,N
688139.SH,688139,海尔生物,山东,医疗保健,青岛海尔生物医疗股份有限公司,"Qingdao Haier Biomedical Co.,Ltd",hesw,科创板,SSE,CNY,L,20191025,,H
688148.SH,688148,芳源股份,广东,电气设备,广东芳源环保股份有限公司,"Guangdong Fangyuan Environment Co., Ltd.",fygf,科创板,SSE,CNY,L,20210806,,N
688155.SH,688155,先惠技术,上海,专用机械,上海先惠自动化技术股份有限公司,"Shanghai Sk Automation Technology Co., Ltd.",xhjs,科创板,SSE,CNY,L,20200811,,N
688156.SH,688156,路德环境,湖北,环境保护,路德环境科技股份有限公司,"Road Environment Technology Co., Ltd.",ldhj,科创板,SSE,CNY,L,20200922,,N
688157.SH,688157,松井股份,湖南,染料涂料,湖南松井新材料股份有限公司,"Hunan Sokan New Materials Co., Ltd",sjgf,科创板,SSE,CNY,L,20200609,,N
688158.SH,688158,优刻得-W,上海,互联网,优刻得科技股份有限公司,"UCloud Technology Co., Ltd.",ykd,科创板,SSE,CNY,L,20200120,,N
688159.SH,688159,有方科技,深圳,通信设备,深圳市有方科技股份有限公司,"Shenzhen Neoway Technology Co.,Ltd.",yfkj,科创板,SSE,CNY,L,20200123,,N
688160.SH,688160,步科股份,上海,电器仪表,上海步科自动化股份有限公司,"Kinco Automation(Shanghai)Co., Ltd",bkgf,科创板,SSE,CNY,L,20201112,,N
688161.SH,688161,威高骨科,山东,医疗保健,山东威高骨科材料股份有限公司,"Shandong Weigao Orthopaedic Device Co.,Ltd.",wggk,科创板,SSE,CNY,L,20210630,,N
688165.SH,688165,埃夫特-U,安徽,专用机械,埃夫特智能装备股份有限公司,"EFORT Intelligent Equipment Co., Ltd.",aft,科创板,SSE,CNY,L,20200715,,N
688166.SH,688166,博瑞医药,江苏,化学制药,博瑞生物医药(苏州)股份有限公司,"BrightGene Bio-Medical Technology Co., Ltd.",bryy,科创板,SSE,CNY,L,20191108,,H
688168.SH,688168,安博通,北京,软件服务,北京安博通科技股份有限公司,"Beijing ABT Networks Co.,Ltd.",abt,科创板,SSE,CNY,L,20190906,,N
688169.SH,688169,石头科技,北京,家用电器,北京石头世纪科技股份有限公司,"Beijing Roborock Technology Co., Ltd.",stkj,科创板,SSE,CNY,L,20200221,,H
688177.SH,688177,百奥泰-U,广东,生物制药,百奥泰生物制药股份有限公司,"Bio-Thera Solutions, Ltd.",bat,科创板,SSE,CNY,L,20200221,,N
688178.SH,688178,万德斯,江苏,环境保护,南京万德斯环保科技股份有限公司,"Nanjing Wondux Environmental Protection Technology Corp.,Ltd.",wds,科创板,SSE,CNY,L,20200114,,N
688179.SH,688179,阿拉丁,上海,化学制药,上海阿拉丁生化科技股份有限公司,"Shanghai Aladdin Biochemical Technology Co., Ltd.",ald,科创板,SSE,CNY,L,20201026,,N
688180.SH,688180,君实生物-U,上海,生物制药,上海君实生物医药科技股份有限公司,"Shanghai Junshi Biosciences Co.,Ltd.",jssw,科创板,SSE,CNY,L,20200715,,H
688181.SH,688181,八亿时空,北京,半导体,北京八亿时空液晶科技股份有限公司,"Beijing Bayi Space LCD Technology Co., Ltd.",bysk,科创板,SSE,CNY,L,20200106,,N
688183.SH,688183,生益电子,广东,元器件,生益电子股份有限公司,"Shengyi Electronics Co., Ltd.",sydz,科创板,SSE,CNY,L,20210225,,N
688185.SH,688185,康希诺-U,天津,生物制药,康希诺生物股份公司,CanSino Biologics Inc.,kxn,科创板,SSE,CNY,L,20200813,,H
688186.SH,688186,广大特材,江苏,特种钢,张家港广大特材股份有限公司,"Zhangjiagang Guangda Special Material Co., Ltd.",gdtc,科创板,SSE,CNY,L,20200211,,N
688188.SH,688188,柏楚电子,上海,软件服务,上海柏楚电子科技股份有限公司,Shanghai Friendess Electronic Technology Corporation Limited,bcdz,科创板,SSE,CNY,L,20190808,,H
688189.SH,688189,南新制药,湖南,化学制药,湖南南新制药股份有限公司,"Hunan Nucien Pharmaceutical Co., Ltd.",nxzy,科创板,SSE,CNY,L,20200326,,N
688191.SH,688191,智洋创新,山东,软件服务,智洋创新科技股份有限公司,"Zhiyang Innovation Technology Co.,Ltd.",zycx,科创板,SSE,CNY,L,20210408,,N
688195.SH,688195,腾景科技,福建,元器件,腾景科技股份有限公司,"Optowide Technologies Co., Ltd.",tjkj,科创板,SSE,CNY,L,20210326,,N
688196.SH,688196,卓越新能,福建,环境保护,龙岩卓越新能源股份有限公司,"Longyan Zhuoyue New Energy Co., Ltd.",zyxn,科创板,SSE,CNY,L,20191121,,N
688198.SH,688198,佰仁医疗,北京,医疗保健,北京佰仁医疗科技股份有限公司,"Beijing Balance Medical Technology Co.,Ltd.",bryl,科创板,SSE,CNY,L,20191209,,N
688199.SH,688199,久日新材,天津,化工原料,天津久日新材料股份有限公司,"Tianjin Jiuri New Materials Co., Ltd.",jrxc,科创板,SSE,CNY,L,20191105,,N
688200.SH,688200,华峰测控,北京,专用机械,北京华峰测控技术股份有限公司,"Beijing Huafeng Test & Control Technology Co.,Ltd.",hfck,科创板,SSE,CNY,L,20200218,,N
688201.SH,688201,信安世纪,北京,通信设备,北京信安世纪科技股份有限公司,"Beijing Infosec Technologies Co.,Ltd.",xasj,科创板,SSE,CNY,L,20210421,,N
688202.SH,688202,美迪西,上海,医疗保健,上海美迪西生物医药股份有限公司,Shanghai Medicilon Inc.,mdx,科创板,SSE,CNY,L,20191105,,H
688208.SH,688208,道通科技,深圳,汽车配件,深圳市道通科技股份有限公司,"Autel Intelligent Technology Corp.,Ltd.",dtkj,科创板,SSE,CNY,L,20200213,,H
688215.SH,688215,瑞晟智能,浙江,专用机械,浙江瑞晟智能科技股份有限公司,"Zhejiang Risun Intelligent Technology Co.,Ltd.",rszn,科创板,SSE,CNY,L,20200828,,N
688216.SH,688216,气派科技,深圳,半导体,气派科技股份有限公司,"China Chippacking Technology Co.,Ltd.",qpkj,科创板,SSE,CNY,L,20210623,,N
688217.SH,688217,睿昂基因,上海,生物制药,上海睿昂基因科技股份有限公司,"Shanghai Rightongene Biotechnology Co., Ltd.",rajy,科创板,SSE,CNY,L,20210517,,N
688218.SH,688218,江苏北人,江苏,专用机械,江苏北人智能制造科技股份有限公司,"Jiangsu Beiren Smart Manufacturing Technology Co., Ltd.",jsbr,科创板,SSE,CNY,L,20191211,,N
688219.SH,688219,会通股份,安徽,塑料,会通新材料股份有限公司,"Orinko Advanced Plastics Co.,LTD.",htgf,科创板,SSE,CNY,L,20201118,,N
688221.SH,688221,前沿生物-U,江苏,生物制药,前沿生物药业(南京)股份有限公司,Frontier Biotechnologies Inc.,qysw,科创板,SSE,CNY,L,20201028,,N
688222.SH,688222,成都先导,四川,化学制药,成都先导药物开发股份有限公司,HitGen Inc.,cdxd,科创板,SSE,CNY,L,20200416,,N
688226.SH,688226,威腾电气,江苏,电气设备,威腾电气集团股份有限公司,"Wetown Electric Group Co., Ltd.",wtdq,科创板,SSE,CNY,L,20210707,,N
688228.SH,688228,开普云,广东,互联网,开普云信息科技股份有限公司,"Ucap Cloud Information Technology Co.,Ltd.",kpy,科创板,SSE,CNY,L,20200327,,N
688229.SH,688229,博睿数据,北京,软件服务,北京博睿宏远数据科技股份有限公司,"Bonree Data Technology Co., Ltd.",brsj,科创板,SSE,CNY,L,20200817,,N
688233.SH,688233,神工股份,辽宁,化工原料,锦州神工半导体股份有限公司,Thinkon Semiconductor Jinzhou Corp.,sggf,科创板,SSE,CNY,L,20200221,,N
688239.SH,688239,航宇科技,贵州,航空,贵州航宇科技发展股份有限公司,"Guizhou Aviation Technical Development Co., Ltd",hykj,科创板,SSE,CNY,L,20210705,,N
688256.SH,688256,寒武纪-U,北京,元器件,中科寒武纪科技股份有限公司,Cambricon Technologies Corporation Limited,hwj,科创板,SSE,CNY,L,20200720,,N
688258.SH,688258,卓易信息,江苏,软件服务,江苏卓易信息科技股份有限公司,"Jiangsu Eazytec Co., Ltd.",zyxx,科创板,SSE,CNY,L,20191209,,N
688260.SH,688260,昀冢科技,江苏,元器件,苏州昀冢电子科技股份有限公司,"Suzhou Gyz Electronic Technology Co., Ltd.",yzkj,科创板,SSE,CNY,L,20210406,,N
688266.SH,688266,泽璟制药-U,江苏,化学制药,苏州泽璟生物制药股份有限公司,"Suzhou Zelgen Biopharmaceuticals Co., Ltd.",zjzy,科创板,SSE,CNY,L,20200123,,N
688268.SH,688268,华特气体,广东,化工原料,广东华特气体股份有限公司,"Guangdong Huate Gas Co., Ltd",htqt,科创板,SSE,CNY,L,20191226,,N
688269.SH,688269,凯立新材,陕西,化工原料,西安凯立新材料股份有限公司,"Kaili Catalyst & New Materials Co.,Ltd",klxc,科创板,SSE,CNY,L,20210609,,N
688276.SH,688276,百克生物,吉林,生物制药,长春百克生物科技股份公司,Changchun Bcht Biotechnology Co.,bksw,科创板,SSE,CNY,L,20210625,,N
688277.SH,688277,天智航-U,北京,医疗保健,北京天智航医疗科技股份有限公司,"Tinavi Medical Technologies Co.,Ltd.",tzh,科创板,SSE,CNY,L,20200707,,N
688278.SH,688278,特宝生物,福建,生物制药,厦门特宝生物工程股份有限公司,"Xiamen Amoytop Biotech Co., Ltd.",tbsw,科创板,SSE,CNY,L,20200117,,N
688286.SH,688286,敏芯股份,江苏,元器件,苏州敏芯微电子技术股份有限公司,"Memsensing Microsystems (Suzhou, China) Co., Ltd.",mxgf,科创板,SSE,CNY,L,20200810,,N
688288.SH,688288,鸿泉物联,浙江,汽车配件,杭州鸿泉物联网技术股份有限公司,"Hangzhou Hopechart IoT Technology Co., Ltd.",hqwl,科创板,SSE,CNY,L,20191106,,N
688289.SH,688289,圣湘生物,湖南,医疗保健,圣湘生物科技股份有限公司,Sansure Biotech Inc.,sxsw,科创板,SSE,CNY,L,20200828,,N
688296.SH,688296,和达科技,浙江,软件服务,浙江和达科技股份有限公司,"Zhejiang Heda Technology Co.,Ltd",hdkj,科创板,SSE,CNY,L,20210727,,N
688298.SH,688298,东方生物,浙江,医疗保健,浙江东方基因生物制品股份有限公司,"Zhejiang Orient Gene Biotech Co., Ltd",dfsw,科创板,SSE,CNY,L,20200205,,H
688299.SH,688299,长阳科技,浙江,塑料,宁波长阳科技股份有限公司,"Ningbo Solartron Technology Co., Ltd.",cykj,科创板,SSE,CNY,L,20191106,,N
688300.SH,688300,联瑞新材,江苏,矿物制品,江苏联瑞新材料股份有限公司,Novoray Corporation,lrxc,科创板,SSE,CNY,L,20191115,,N
688301.SH,688301,奕瑞科技,上海,医疗保健,上海奕瑞光电子科技股份有限公司,iRay Technology Company Limited,yrkj,科创板,SSE,CNY,L,20200918,,N
688303.SH,688303,大全能源,新疆,电气设备,新疆大全新能源股份有限公司,"Xinjiang Daqo New Energy Co.,Ltd.",dqny,科创板,SSE,CNY,L,20210722,,N
688305.SH,688305,科德数控,辽宁,机床制造,科德数控股份有限公司,"Kede Numerical Control Co., Ltd.",kdsk,科创板,SSE,CNY,L,20210709,,N
688308.SH,688308,欧科亿,湖南,机械基件,株洲欧科亿数控精密刀具股份有限公司,"OKE Precision Cutting Tools Co., Ltd.",oky,科创板,SSE,CNY,L,20201210,,N
688309.SH,688309,恒誉环保,山东,环境保护,济南恒誉环保科技股份有限公司,Niutech Environment Technology Corporation,hyhb,科创板,SSE,CNY,L,20200714,,N
688310.SH,688310,迈得医疗,浙江,医疗保健,迈得医疗工业设备股份有限公司,"Maider Medical Industry Equipment Co., Ltd.",mdyl,科创板,SSE,CNY,L,20191203,,N
688311.SH,688311,盟升电子,四川,元器件,成都盟升电子技术股份有限公司,"Chengdu M&S Electronics Technology Co.,Ltd.",msdz,科创板,SSE,CNY,L,20200731,,N
688312.SH,688312,燕麦科技,深圳,专用机械,深圳市燕麦科技股份有限公司,Shenzhen Yanmade Technology Inc.,ymkj,科创板,SSE,CNY,L,20200608,,N
688313.SH,688313,仕佳光子,河南,通信设备,河南仕佳光子科技股份有限公司,"Henan Shijia Photons Technology Co., Ltd.",sjgz,科创板,SSE,CNY,L,20200812,,N
688314.SH,688314,康拓医疗,陕西,医疗保健,西安康拓医疗技术股份有限公司,"Kontour(Xi'an) Medical Technology Co., Ltd.",ktyl,科创板,SSE,CNY,L,20210518,,N
688315.SH,688315,诺禾致源,北京,医疗保健,北京诺禾致源科技股份有限公司,"Novogene Co., Ltd.",nhzy,科创板,SSE,CNY,L,20210413,,N
688316.SH,688316,青云科技-U,北京,软件服务,北京青云科技股份有限公司,Qingcloud Technologies Corp.,qykj,科创板,SSE,CNY,L,20210316,,N
688317.SH,688317,之江生物,上海,生物制药,上海之江生物科技股份有限公司,"Shanghai ZJ Bio-Tech Co., Ltd.",zjsw,科创板,SSE,CNY,L,20210118,,N
688318.SH,688318,财富趋势,深圳,软件服务,深圳市财富趋势科技股份有限公司,"Shenzhen Fortune Trend Technology Co.,Ltd",cfqs,科创板,SSE,CNY,L,20200427,,N
688319.SH,688319,欧林生物,四川,生物制药,成都欧林生物科技股份有限公司,Chengdu Olymvax Biopharmaceuticals Inc.,olsw,科创板,SSE,CNY,L,20210608,,N
688321.SH,688321,微芯生物,深圳,化学制药,深圳微芯生物科技股份有限公司,"Shenzhen Chipscreen Biosciences Co., Ltd.",wxsw,科创板,SSE,CNY,L,20190812,,N
688323.SH,688323,瑞华泰,深圳,塑料,深圳瑞华泰薄膜科技股份有限公司,"Rayitek Hi-Tech Film Company Ltd., Shenzhen",rht,科创板,SSE,CNY,L,20210428,,N
688328.SH,688328,深科达,深圳,元器件,深圳市深科达智能装备股份有限公司,"Shenzhen S-king Intelligent Equipment Co., Ltd.",skd,科创板,SSE,CNY,L,20210309,,N
688329.SH,688329,艾隆科技,江苏,医疗保健,苏州艾隆科技股份有限公司,"Suzhou Iron Technology Co.,Ltd.",alkj,科创板,SSE,CNY,L,20210329,,N
688330.SH,688330,宏力达,上海,电气设备,上海宏力达信息技术股份有限公司,"Shanghai Holystar Information Technology Co., Ltd.",hld,科创板,SSE,CNY,L,20201015,,N
688333.SH,688333,铂力特,陕西,机械基件,西安铂力特增材技术股份有限公司,"Xi'An Bright Laser Technologies Co.,Ltd.",blt,科创板,SSE,CNY,L,20190722,,N
688335.SH,688335,复洁环保,上海,环境保护,上海复洁环保科技股份有限公司,"Shanghai CEO Environmental Protection Technology Co., Ltd.",fjhb,科创板,SSE,CNY,L,20200817,,N
688336.SH,688336,三生国健,上海,生物制药,三生国健药业(上海)股份有限公司,"Sunshine Guojian Pharmaceutical(Shanghai)Co., Ltd.",ssgj,科创板,SSE,CNY,L,20200722,,N
688338.SH,688338,赛科希德,北京,医疗保健,北京赛科希德科技股份有限公司,Beijing Succeeder Technology Inc.,skxd,科创板,SSE,CNY,L,20200806,,N
688339.SH,688339,亿华通-U,北京,汽车配件,北京亿华通科技股份有限公司,"Beijing SinoHytec Co.,Ltd.",yht,科创板,SSE,CNY,L,20200810,,N
688345.SH,688345,博力威,广东,电气设备,广东博力威科技股份有限公司,"Guangdong Greenway Technology Co., Ltd.",blw,科创板,SSE,CNY,L,20210611,,N
688350.SH,688350,富淼科技,江苏,化工原料,江苏富淼科技股份有限公司,"Jiangsu Feymer Technology Co., Ltd.",fmkj,科创板,SSE,CNY,L,20210128,,N
